file,line,rawRef,normalizedRef,hasNestedDuplicateSegments,isPrismPTRoot,isPowerTuneRoot,lineText
Utils/iomapdata.cpp,123,:/KTracks/,/KTracks/,False,False,False,"//     QDir directory("":/KTracks/""+country+""/"");"
Utils/iomapdata.cpp,141,:/KTracks/,/KTracks/,False,False,False,"//   QDir directory("":/KTracks/""+country+""/"");"
Utils/iomapdata.cpp,157,:/KTracks/,/KTracks/,False,False,False,"//     QString path ("":/KTracks/"");"
Utils/iomapdata.cpp,190,:/KTracks/,/KTracks/,False,False,False,"//     QString path ("":/KTracks/""+ country + ""/"" + trackName); // Opens the embeded KML file/txt"
Utils/iomapdata.cpp,231,:/KTracks/,/KTracks/,False,False,False,"//        QString path ("":/KTracks/""+country+""/""+trackName); // Opens the embeded KML file/txt"
Utils/iomapdata.cpp,269,:/KTracks/,/KTracks/,False,False,False,"//          QString path ("":/KTracks/""+country+""/""+trackName); // Opens the embeded KML file/txt"
Utils/iomapdata.cpp,306,:/KTracks/,/KTracks/,False,False,False,"//        QString path ("":/KTracks/""+country+""/""+trackName); // Opens the embeded KML file/txt"
Utils/iomapdata.cpp,338,:/KTracks/,/KTracks/,False,False,False,"//         QString path ("":/KTracks/""+country+""/""+trackName); // Opens the embeded KML file/txt"
Utils/iomapdata.cpp,366,:/KTracks/,/KTracks/,False,False,False,"//        QDir directory("":/KTracks/""+country+""/"");"
main.cpp,30,qrc:/qt/qml,/qt/qml,False,False,False,"engine.addImportPath(""qrc:/qt/qml"");"
main.cpp,44,qrc:/qt/qml/PowerTune/Core/PowerTune/Core/Main.qml,/qt/qml/PowerTune/Core/PowerTune/Core/Main.qml,False,False,True,"engine.load(QUrl(QStringLiteral(""qrc:/qt/qml/PowerTune/Core/PowerTune/Core/Main.qml"")));"
